Learning_Path,Specific_Learning_Path,Course_Name,Level,Duration,Rating,Desciption,ILO,Tags,Other_Language_Support,URL,Prerequisites,5 Stars,4 Stars,3 Stars,2 Stars,1 Stars,Total Number of Students,5 Stars Percentage,5&4 Stars Percentage
Could Computing,Cloud Computing Fundamentals,Understanding Cloud Deployment Models,Advanced,1h 15m,4.5,"In this course, you?€?ll learn about modern mainframe computers and how a business can host an infrastructure on premises or in the cloud. You?€?ll explore the steps businesses take to decide, plan, and make the move to the cloud. You?€?ll learn about different cloud deployment models and the advantages they bring to businesses. And finally, you?€?ll explore some scenarios to better understand when a public, private, or hybrid cloud deployment is appropriate for a business.","Describe the features of on-premises hosting
Identify considerations when moving to the cloud
Describe cloud migration plans, steps to deploy to the cloud, and solution optimization
Explain the advantages of public, private, and hybrid cloud solutions
Identify considerations and situations for deploying public, private, and hybrid clouds","Badge Learning, Cloud Computing Fundamentals, Learning Domain, Technical Skills-Cloud, Learning Domain Primary, Cloud Computing",English,https://skills.yourlearning.ibm.com/activity/MDL-303?planId=PLAN-2EC3A305F2C3&sectionId=SECTION-B&planIdFromParentTab=PLAN-2EC3A305F2C3&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-2EC3A305F2C3,"The basics of computer networking
The ways cloud computing differs from traditional computing
Different cloud service models
Data centers and how they function in a cloud environment",44,12,2,0,2,60,73,93
Could Computing,Cloud Computing Fundamentals,Virtualisation on the Cloud,Advanced,2h,4.5,"In this course, you will learn about virtualization and the benefits it brings to cloud computing. You?€?ll explore different virtualization technologies and when to use them. You?€?ll discover the advantages that microservices offer to a cloud application and how microservices use APIs to communicate. In the final module, you?€?ll get a chance to put what you?€?ve learned into practice by using a simulation to create a container and run a web app inside it.","Explain the purpose and benefits of virtual resources
Describe the purpose and function of using containers in the cloud
Describe the purpose and function of using microservices in the cloud
Identify key features of application programming interfaces (APIs)
Recognize use cases and best practices for virtualization in cloud computing
Create, install an application, and test a Docker container","Badge Learning, Cloud Computing Fundamentals, Learning Domain, Technical Skills-Cloud, Learning Domain Primary, Cloud Computing",English,https://skills.yourlearning.ibm.com/activity/MDL-304?planId=PLAN-2EC3A305F2C3&sectionId=SECTION-B&planIdFromParentTab=PLAN-2EC3A305F2C3&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-2EC3A305F2C3,,50,11,3,1,1,66,76,92
Could Computing,Cloud Computing Fundamentals,Developing and Deploying Software in the Cloud,Advanced,1h 10m,4.5,"In this course, you will learn about developing and deploying software in the cloud. You?€?ll discover how cloud developers can use DevOps to quickly develop and deploy scalable, reliable, and cost-effective software. And you?€?ll explore different methods of cloud orchestration to manage and automate cloud applications. In the last module, you?€?ll get a chance to put what you?€?ve learned into practice by deploying a web app to the cloud in a simulation.","Describe the process to develop software in the cloud
Explain the purpose and benefits of cloud orchestration
Build a Docker container and deploy it to the cloud
","Badge Learning, Cloud Computing Fundamentals, Learning Domain, Technical Skills-Cloud, Learning Domain Primary, Cloud Computing",English,https://skills.yourlearning.ibm.com/activity/MDL-305?planId=PLAN-2EC3A305F2C3&sectionId=SECTION-B&planIdFromParentTab=PLAN-2EC3A305F2C3&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-2EC3A305F2C3,,34,8,3,3,2,50,68,84
Could Computing,Cloud Computing Fundamentals,Introduction to Data Management and Security in the Cloud,Advanced,2h,4.5,"In this course, you will learn about the importance of cloud data security. You'll learn ways to identify vulnerabilities in cloud data security and describe the essential features of identity and access management (IAM). You'll explore the delivery of databases using the cloud with the database as a service (DBaaS) cloud model. And you'll learn about how to ensure cloud database integrity and security using data governance and data compliance. In the last module, you?€?ll get a chance to put what you?€?ve learned into practice by using a simulation to create an IBM Cloudant database and review the settings in the database.","Explain why cloud data security is important
Identify ways to mitigate different types of vulnerabilities in cloud data security
Describe the features of identity and access management (IAM)
Explain database as a service (DBaaS) and the benefits that it provides
Identify ways cloud databases support data governance and data compliance
Create an IBM Cloudant database and review its security settings","Badge Learning, Cloud Computing Fundamentals, Learning Domain, Technical Skills-Cloud, Learning Domain Primary, Cloud Computing",English,https://skills.yourlearning.ibm.com/activity/MDL-306?planId=PLAN-2EC3A305F2C3&sectionId=SECTION-B&planIdFromParentTab=PLAN-2EC3A305F2C3&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-2EC3A305F2C3,,38,8,1,1,0,48,79,96
Could Computing,Cloud Computing Fundamentals,Your Future in Cloud Computing: The Job Landscape,Advanced,1h,4.5,"In this course, you?€?ll learn about the cloud computing job market, the skills that cloud engineers need to be successful, and how cloud engineers interact with other job roles on a team. You?€?ll also discover resources and learning opportunities so you can explore more.
","Identify industries in which cloud computing professionals work
Recognize the global demand for cloud computing professionals in the job market
Recognize the future of the cloud computing field
Identify common roles in the cloud computing field
Explain the primary responsibilities of different job roles
Identify the skills that cloud computing professionals need
Identify the resources to learn more and stay up to date in the field of cloud computing
","Badge Learning, Cloud Computing Fundamentals, Learning Domain, Technical Skills-Cloud, Learning Domain Primary, Cloud Computing, Workplace Skills- Workforce Readiness",English,https://skills.yourlearning.ibm.com/activity/MDL-307?planId=PLAN-2EC3A305F2C3&sectionId=SECTION-B&planIdFromParentTab=PLAN-2EC3A305F2C3&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-2EC3A305F2C3,,38,10,5,0,0,53,72,91
BlockChain,Explore Emerging Tech,What is Blockchain?,Fundamental,35m,4.5,"If you?€?re interested in new technology, chances are you?€?ve heard terms like cryptocurrency, bitcoin, hyperledger, and more! All of these buzzwords refer to blockchain technologies. In this course, learn about what blockchain is and how blockchains help companies.",,"Badge Learning, Explore Emerging Tech, Learning Domain, Other-Emerging Technologies, Other-Blockchain, Technical Skills- Information Technology","English, German, French, Spanish, Portuguese (Brazil), Polish, Turkish, Korean, Traditional Chinese, Italian, Arabic, Hindi, and Japanese",https://skills.yourlearning.ibm.com/activity/ILB-NKQGKQQPRDJD4D7Q?planId=PLAN-EB2D3DA31CF9&sectionId=SECTION-F&planIdFromParentTab=PLAN-EB2D3DA31CF9&sectionIdFromParentTab=SECTION-F&planIdForChildTab=PLAN-EB2D3DA31CF9,,436,95,18,6,3,558,78,95
BlockChain,Explore Emerging Tech,How is Blockchain used?,Fundamental,35m,4.5,"Learn more about the uses and implications of blockchain, and ways you can build your skills and knowledge in blockchain.",,"Badge Learning, Explore Emerging Tech, Learning Domain, Other-Emerging Technologies, Other-Blockchain","English, German, French, Spanish, Portuguese (Brazil), Polish, Turkish, Korean, Traditional Chinese, Italian, Arabic, Hindi, and Japanese",https://skills.yourlearning.ibm.com/activity/ILB-VQNVGKNZDGQV1R5B?planId=PLAN-EB2D3DA31CF9&sectionId=SECTION-F&planIdFromParentTab=PLAN-EB2D3DA31CF9&sectionIdFromParentTab=SECTION-F&planIdForChildTab=PLAN-EB2D3DA31CF9,,496,124,34,12,15,681,73,91
IoT,Explore Emerging Tech,What is the Internet of Things?,Fundamental,10m,4.5,"The Internet of Things, or IoT, is the network of physical devices, vehicles, home appliances, and other everyday items embedded with sensors, enabling the objects to connect and exchange data. Learn more about IoT in this introductory topic.",,"Badge Learning, Explore Emerging Tech, Leraning Domain, Other-Emerging Technologies, Technical Skills- Information Technology","English, German, French, Spanish, Portuguese (Brazil), Polish, Turkish, Korean, Traditional Chinese, Italian, Arabic, Hindi, and Japanese",https://skills.yourlearning.ibm.com/activity/ILB-GYWXJQQEENQXA568?planId=PLAN-EB2D3DA31CF9&sectionId=SECTION-G&planIdFromParentTab=PLAN-EB2D3DA31CF9&sectionIdFromParentTab=SECTION-G&planIdForChildTab=PLAN-EB2D3DA31CF9,,129,23,10,4,6,172,75,88
Sustainability,Fundamentals of Sustainability and Technology,"Climate, Biodiversity, and Human Society (brought to you by AXA Climate School)",Beginners,3h,4.5,"Sustainability science is rooted in the familiar concepts of conservation and ecology. Like those concepts, it explores the balance by which Earth?€?s resources and living things exist together. But its reach is greater. In these five courses, you?€?ll learn how sustainability also investigates human social groups, corporate operations and manufacturing, and even ways that buildings and bridges interact with weather and geology. Sustainability's goal? To improve human life while preserving the balance of nature.

Content for the activities Preamble, The Great Climate System, The Collapse of Biodiversity, The Overexploitation of Natural Resources, and Impacts on Human Societies are provided by AXA Climate School.",,"Learning Domain, Expand your horizons- Sustainability, Learning Domain Primary, Sustainability","English, French, German,Spanish, Italian, Polish, Portuguese, simplified Chinese",https://skills.yourlearning.ibm.com/activity/MDL-285?planId=PLAN-BE0E24A0BA5C&sectionId=SECTION-B&planIdFromParentTab=PLAN-BE0E24A0BA5C&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-BE0E24A0BA5C,,87,25,7,1,5,125,70,90
Sustainability,Fundamentals of Sustainability and Technology,Make an Impact with Data Analytics ,Beginners ,1h 30m ,4.5,"Data analytics can organize facts to reveal information about sustainability issues. With this information, organizations can predict climate risk and environmental problems, prevent disasters, solve mysteries of food production, and even help reduce deforestation.
","Define data analytics
Describe several sustainability applications of data analytics
Explain how data analytics can help the food industry and its surrounding ecosystem
Explain how data analytics can assist organizations to manage their sustainability data to reduce energy usage and implement renewable energy
Describe ways that companies define and use environment, social, and governance (ESG) data
Apply data analytics to a sustainability problem","Badge Learning, Fundamentals of Sustainability and Technology, Learning Domain, Expand your Horizons-Sustainability, Learning Domain Primary, Sustainability",,https://skills.yourlearning.ibm.com/activity/MDL-289?planId=PLAN-BE0E24A0BA5C&sectionId=SECTION-C&planIdFromParentTab=PLAN-BE0E24A0BA5C&sectionIdFromParentTab=SECTION-C&planIdForChildTab=PLAN-BE0E24A0BA5C,,58,8,3,1,1,71,82,93
Sustainability,Fundamentals of Sustainability and Technology,Make an Impact with Hybrid Cloud,Beginners ,1h 30m ,4.5,"Hybrid cloud securely combines private and public storage of vast data libraries, simultaneously helping organizations control their data costs while reducing their IT?€?s carbon emissions.","Describe key differences between private, public, and hybrid cloud computing
Select software development issues that hybrid cloud can address
Identify ways that hybrid cloud can promote green computing
Organize the steps of a green IT implementation
Describe key sustainability applications of hybrid cloud
","Learning Domain, Expand your horizons- Sustainability, Learning Domain Primary, Cloud Computing",,https://skills.yourlearning.ibm.com/activity/MDL-291?planId=PLAN-BE0E24A0BA5C&sectionId=SECTION-C&planIdFromParentTab=PLAN-BE0E24A0BA5C&sectionIdFromParentTab=SECTION-C&planIdForChildTab=PLAN-BE0E24A0BA5C,,97,28,10,2,4,141,69,89
Sustainability,Fundamentals of Sustainability and Technology,Beyond Conservation to Sustainability,Beginners,1h,4.5,"Conservation?€?the preservation of Earth?€?s ecology and mineral wealth?€?will always be important. But sustainability takes a broader focus, using data analytics and advanced technology to consider how ecology works together with fields such as engineering, medicine, and the social sciences as a complex whole. ","Identify differences between conservation and sustainability
Define the environmental, social, and governance (ESG) issues that help guide sustainability
Select appropriate ways that businesses can apply ESG initiatives
Describe key sustainability business initiatives
Identify how advanced technologies can promote sustainability
Practice sustainability in your own life","Badge Learning, Fundamentals of Sustainability and Technology, Learning Domain, Expand your Horizons-Sustainability, Learning Domain Primary, Sustainability",,https://skills.yourlearning.ibm.com/activity/MDL-288?planId=PLAN-BE0E24A0BA5C&sectionId=SECTION-C&planIdFromParentTab=PLAN-BE0E24A0BA5C&sectionIdFromParentTab=SECTION-C&planIdForChildTab=PLAN-BE0E24A0BA5C,,97,28,10,2,4,141,69,89
Sustainability,Fundamentals of Sustainability and Technology,Make an Impact with Artificial Intelligence,Beginners,1h 30m,4.5,"With its ability to rapidly uncover information and make predictions using massive amounts of data, AI is revolutionizing ways that organizations can implement sustainability solutions. Its capabilities range from predicting energy demands and monitoring bridge safety to protecting the oceans and the world?€?s food supply. 
","Define AI
Describe several types of AI
Describe several sustainability applications of AI
Explain how AI can see and analyze the unseen
Explain how AI can help businesses address sustainability goals and climate risk
Identify with the personal experience of working on an AI sustainability project
Apply AI to a sustainability problem","Badge Learning, Fundamentals of Sustainability and Technology, Learning Domain, Technical Skills-Artificial Intelligence, Expand your horizons-sustainability, Learning Domain Primary, Artificial Intelligence",,https://skills.yourlearning.ibm.com/activity/MDL-290?planId=PLAN-BE0E24A0BA5C&sectionId=SECTION-C&planIdFromParentTab=PLAN-BE0E24A0BA5C&sectionIdFromParentTab=SECTION-C&planIdForChildTab=PLAN-BE0E24A0BA5C,,64,12,4,3,3,86,74,88
